"YEAR","GCRQ","GCZBS","HOUR","XSFX","DCSJLX","TQ","XKC","DKC","XHC","ZHC","DHC","TDH","JZX","MTC","TLJ","RLC","CLC","ZXC","KC","HC","QC","JDC","TOTAL","KC_DL","HC_DL","QC_DL","JDC_DL","TOTAL_DL","XKCS","DKCS","XHCS","ZHCS","DHCS","TDHS","JZXS","MTCS","TLJS","KC_CS","HC_CS","QC_CS","JDC_CS","GCBFB","PJCTJJ","SJZYL","FLAGS","TIME_CNT","DELETE_BY","DELETE_TIME","CREATE_BY","CREATE_TIME","UPDATE_BY","UPDATE_TIME"
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",3,"X","00","",112,0,12,33,13,16,5,0,0,0,0,0,112,79,191,191,191,112,185,297,297,297,71.7,0,58.8,58.6,55.9,63.5,56.8,0,0,71.7,59.1,66.5,66.5,32.2,266.28,0.24,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 02.38.53.172000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 03.07.31.475144000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",4,"A","00","",251,4,46,53,15,50,2,0,0,0,0,0,255,166,421,421,421,257,379,636,636,636,68.1,58,56.1,54.3,56,57.8,51,0,0,67.9,56,63.2,63.2,33.62,318.15,0.31,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 04.12.12.739000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 04.09.30.664554000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",4,"S","00","",151,2,24,20,6,22,2,0,0,0,0,0,153,74,227,227,227,154,168,322,322,322,65.6,51,55.3,51.9,52.8,54.5,51,0,0,65.4,53.8,61.6,61.6,35.85,302.4,0.33,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 03.41.03.591000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 04.03.31.891452000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",4,"X","00","",100,2,22,33,9,28,0,0,0,0,0,0,102,92,194,194,194,103,211,314,314,314,71.8,65,56.9,55.8,58.2,60.4,0,0,0,71.7,57.7,65.1,65.1,31.38,333.9,0.28,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 03.41.03.591000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 04.03.31.893037000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",5,"A","00","",262,8,31,65,16,60,9,1,0,0,0,0,270,181,451,452,452,274,453,727,728,728,73.5,62.9,63.1,60.4,59.7,62.4,59.9,42,0,73.2,61.4,68.5,68.4,37.87,365.2,0.29,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 05.14.21.754000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 05.11.30.769598000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",5,"X","00","",134,4,17,37,10,19,7,1,0,0,0,0,138,90,228,229,229,140,207,347,348,348,72.9,64.5,61.1,58.8,56.9,60.7,60.6,42,0,72.6,59.5,67.5,67.3,40.89,433.68,0.24,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 04.38.09.326000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 05.05.32.072815000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",22,"A","00","",2293,12,84,90,27,155,12,3,0,0,0,0,2305,368,2673,2676,2676,2311,968,3279,3282,3282,63.8,52.1,55.7,55.1,53.3,60.9,52,45.7,0,63.8,57.5,62.8,62.8,71.7,267.13,2.02,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 10.12.12.882000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 10.09.34.407648000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",6,"A","00","",686,71,92,88,29,73,10,0,0,0,0,0,757,292,1049,1049,1049,793,643,1436,1436,1436,67.6,55.9,59.2,56.5,57.9,58.4,55.2,0,0,66.5,57.9,64.2,64.2,54.1,316.66,0.82,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 06.16.49.084000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 06.13.30.286651000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",6,"S","00","",308,23,42,36,12,37,5,0,0,0,0,0,331,132,463,463,463,343,300,643,643,643,68.4,55.6,60.7,56.6,59,59.2,57,0,0,67.5,58.9,65.1,65.1,45.33,238.89,0.74,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 05.40.25.392000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 06.07.31.114397000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",6,"X","00","",378,48,50,52,17,36,5,0,0,0,0,0,426,160,586,586,586,450,343,793,793,793,66.9,56,58,56.4,57.1,57.6,53.4,0,0,65.7,57.1,63.4,63.4,62.86,394.42,0.9,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 05.40.25.392000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 06.07.31.115898000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",7,"A","00","",1659,90,157,69,31,75,0,3,0,0,0,0,1749,332,2081,2084,2084,1794,654,2448,2451,2451,62,50.3,52.1,51,50.6,51.9,0,35.3,0,61.4,51.6,59.9,59.8,64.93,186.06,1.45,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 07.13.56.269000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 07.09.30.880596000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",7,"S","00","",645,44,79,32,19,29,0,1,0,0,0,0,689,159,848,849,849,711,300,1011,1012,1012,60.5,49.6,51.2,49.5,50.9,50.2,0,33,0,59.8,50.6,58.1,58.1,53.36,139.56,1.28,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 06.37.34.699000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 07.05.32.192064000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",7,"X","00","",1014,46,78,37,12,46,0,2,0,0,0,0,1060,173,1233,1235,1235,1083,354,1437,1439,1439,63,50.9,53,52.3,50.1,53,0,36.5,0,62.5,52.6,61.1,61,76.5,232.55,1.62,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 06.37.34.699000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 07.05.32.193851000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",8,"A","00","",3008,95,168,59,17,34,1,3,0,0,0,0,3103,279,3382,3385,3385,3151,448,3599,3602,3602,60.4,47.2,50.9,51,48.6,50.6,54,33.7,0,60,50.8,59.2,59.2,67.01,157.43,2.12,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 08.16.06.704000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 08.13.29.999914000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",8,"S","00","",1356,47,103,36,10,18,0,1,0,0,0,0,1403,167,1570,1571,1571,1427,259,1686,1687,1687,59,47.4,49.7,52.2,46.2,52.2,0,28,0,58.6,50.3,57.7,57.7,55.44,129.39,2.17,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 07.39.53.573000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 08.07.31.186047000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",8,"X","00","",1652,48,65,23,7,16,1,2,0,0,0,0,1700,112,1812,1814,1814,1724,189,1913,1915,1915,61.5,47,52.9,49.2,52.1,48.8,54,36.5,0,61.1,51.5,60.5,60.5,78.57,185.46,2.07,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 07.39.53.573000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 08.07.31.187572000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",9,"A","00","",3770,111,173,50,17,66,1,4,0,0,0,0,3881,307,4188,4192,4192,3937,568,4505,4509,4509,61.9,50.2,51.7,49.9,48,48.2,46,36.8,0,61.6,50.4,60.8,60.8,68.65,117.23,2.55,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 09.13.14.061000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 09.09.30.440065000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",9,"S","00","",1724,49,104,19,7,23,0,1,0,0,0,0,1773,153,1926,1927,1927,1798,246,2044,2045,2045,60.3,48.3,50.5,48,49.1,46.8,0,31,0,60,49.6,59.2,59.1,56.39,96.39,2.47,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 08.36.57.053000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 09.03.31.407829000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",9,"X","00","",2046,62,69,31,10,43,1,3,0,0,0,0,2108,154,2262,2265,2265,2139,322,2461,2464,2464,63.3,51.7,53.4,51,47.3,49,46,38.7,0,63,51.2,62.2,62.2,80.9,138.06,2.63,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 08.36.57.053000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 09.03.31.409423000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",10,"A","00","",3576,126,237,103,33,67,5,4,0,0,0,0,3702,445,4147,4151,4151,3766,779,4545,4549,4549,62,50.5,53.1,52,51.5,53.3,58,43,0,61.6,52.8,60.7,60.6,68.12,131.18,2.69,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 10.15.29.675000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 10.11.30.575113000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",10,"S","00","",1818,55,135,64,22,27,1,1,0,0,0,0,1873,249,2122,2123,2123,1901,409,2310,2311,2311,61.3,50.2,52.6,52,51.3,53.4,60,36,0,60.9,52.4,59.9,59.9,56.17,115.76,2.88,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 09.39.08.261000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 10.07.31.629130000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",10,"X","00","",1758,71,102,39,11,40,4,3,0,0,0,0,1829,196,2025,2028,2028,1865,370,2235,2238,2238,62.8,50.7,53.8,51.9,51.9,53.2,57.5,45.3,0,62.3,53.3,61.5,61.4,80.07,146.6,2.5,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 09.39.08.261000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 10.07.31.630529000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",11,"A","00","",3269,117,207,86,35,70,5,3,0,0,0,0,3386,403,3789,3792,3792,3445,742,4187,4190,4190,63.1,50.3,55.2,49.7,50.8,50.8,51.8,42.3,0,62.6,52.8,61.6,61.6,69.73,158.92,2.41,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 11.12.39.013000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 11.09.30.249731000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",11,"S","00","",1763,51,112,37,14,26,3,1,0,0,0,0,1814,192,2006,2007,2007,1840,326,2166,2167,2167,62.4,47.6,55.5,48.6,49.5,51.5,52.7,40,0,62,53.1,61.1,61.1,60.24,124.17,2.6,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 10.36.17.049000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 11.03.30.835005000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",11,"X","00","",1506,66,95,49,21,44,2,2,0,0,0,0,1572,211,1783,1785,1785,1605,416,2021,2023,2023,63.9,52.3,54.8,50.5,51.7,50.4,50.5,43.5,0,63.4,52.5,62.1,62.1,79.21,193.67,2.21,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 10.36.17.049000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 11.03.30.836603000 AM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",12,"A","00","",4313,147,193,87,36,103,16,4,0,0,0,0,4460,435,4895,4899,4899,4534,908,5442,5446,5446,65,58.4,61,59.2,56.7,57.3,58.9,41.8,0,64.7,59.3,64.3,64.3,77.97,184.1,3.77,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 12.14.55.189000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 12.11.30.857515000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",12,"S","00","",2946,69,107,52,19,46,10,2,0,0,0,0,3015,234,3249,3251,3251,3050,466,3516,3518,3518,62.4,58,60.2,58.3,56.5,57.2,60.4,44.5,0,62.3,58.9,62.1,62.1,77.35,181.56,5.61,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 11.38.36.036000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 12.05.32.086641000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",12,"X","00","",1367,78,86,35,17,57,6,2,0,0,0,0,1445,201,1646,1648,1648,1484,442,1926,1928,1928,70.5,58.7,61.9,60.6,56.9,57.4,56.3,39,0,69.8,59.8,68.6,68.6,78.58,186.64,1.92,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 11.38.36.036000000 AM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 12.05.32.088243000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",13,"A","00","",3959,107,223,89,28,88,11,3,0,0,0,0,4066,439,4505,4508,4508,4120,837,4957,4960,4960,65.8,56.3,59.4,56.2,52.4,57,61.4,42.3,0,65.6,57.9,64.8,64.8,76.5,183.59,3.4,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 01.11.57.039000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 01.07.30.370192000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",13,"S","00","",2602,58,116,47,13,42,10,1,0,0,0,0,2660,228,2888,2889,2889,2689,434,3123,3124,3124,63.9,56.9,60.7,56.3,51.2,59.8,61.7,47,0,63.8,59.1,63.4,63.4,74.86,154.53,5.01,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 12.40.49.669000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 01.03.31.393777000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",13,"X","00","",1357,49,107,42,15,46,1,2,0,0,0,0,1406,211,1617,1619,1619,1431,403,1834,1836,1836,69.5,55.6,57.9,56.1,53.5,54.5,58,40,0,69,56.5,67.4,67.4,78.14,212.64,1.79,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 12.40.49.669000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 01.03.31.395176000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",14,"A","00","",4206,114,206,102,34,122,4,2,0,0,0,0,4320,468,4788,4790,4790,4378,965,5343,5345,5345,66.5,60.4,62.7,62.6,63.3,62.9,65.5,45.5,0,66.3,62.8,66,66,75.72,159.43,3.75,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 02.14.15.773000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 02.11.30.134741000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",14,"S","00","",2620,51,127,54,18,57,3,1,0,0,0,0,2671,259,2930,2931,2931,2697,502,3199,3200,3200,61.1,56.8,60.2,60.3,64.6,63.2,66.3,44,0,61,61.3,61.1,61.1,72.9,130.5,5.31,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 01.37.53.251000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 02.05.31.437954000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",14,"X","00","",1586,63,79,48,16,65,1,1,0,0,0,0,1649,209,1858,1859,1859,1681,463,2144,2145,2145,75.3,63.4,66.6,65.2,61.9,62.7,63,47,0,74.8,64.7,73.7,73.7,78.53,188.35,2.19,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 01.37.53.251000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 02.05.31.439554000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",15,"A","00","",4118,119,256,71,32,86,5,4,0,0,0,0,4237,450,4687,4691,4691,4297,823,5120,5124,5124,59.7,52.9,53.9,54,55.1,56.3,53.2,42.8,0,59.5,54.5,59.1,59,76.91,173.7,3.7,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 03.16.28.423000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 03.13.29.702818000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",15,"S","00","",2630,65,171,33,12,43,2,1,0,0,0,0,2695,261,2956,2957,2957,2728,437,3165,3166,3166,55.5,51,51.7,49.6,55.5,55.3,48,45,0,55.4,52.2,55.1,55.1,75,157.97,5.35,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 02.40.08.896000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 03.07.30.655863000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",15,"X","00","",1488,54,85,38,20,43,3,3,0,0,0,0,1542,189,1731,1734,1734,1569,386,1955,1958,1958,67.2,55.1,58.4,57.8,54.8,57.2,56.7,42,0,66.8,57.6,65.8,65.7,78.82,189.42,2.04,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 02.40.08.896000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 03.07.30.658102000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",16,"A","00","",3983,93,169,101,50,134,13,3,0,0,0,0,4076,467,4543,4546,4546,4123,1059,5182,5185,5185,68.1,63.5,68.3,67.1,62.1,63.6,62.9,42,0,68,65.9,67.8,67.8,76.58,178.5,3.61,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 04.13.36.622000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 04.09.32.447699000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",16,"S","00","",2484,47,110,68,26,71,7,1,0,0,0,0,2531,282,2813,2814,2814,2555,602,3157,3158,3158,62.7,63,68.1,67,61.9,63.4,63,44,0,62.7,66,63,63,74.49,138.64,5.28,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 03.37.13.289000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 04.05.31.526572000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",16,"X","00","",1499,46,59,33,24,63,6,2,0,0,0,0,1545,185,1730,1732,1732,1568,457,2025,2027,2027,77.1,64.1,68.6,67.2,62.4,63.8,62.8,41,0,76.7,65.7,75.5,75.5,78.67,218.36,1.93,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 03.37.13.289000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 04.05.31.528177000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",17,"A","00","",4416,86,147,102,31,141,13,4,0,0,0,0,4502,434,4936,4940,4940,4545,1009,5554,5558,5558,69.4,64.1,64.1,66.4,63.5,62.7,65.5,43.8,0,69.3,64.2,68.8,68.8,76.59,158.6,4.04,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 05.15.56.339000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 05.11.34.263415000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",17,"S","00","",2651,46,91,62,19,61,6,2,0,0,0,0,2697,239,2936,2938,2938,2720,509,3229,3231,3231,63.8,62.5,60.4,66,62.1,62.8,63.8,47.5,0,63.8,62.7,63.7,63.7,73.59,138.37,5.71,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 04.39.42.381000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 05.07.33.635105000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",17,"X","00","",1765,40,56,40,12,80,7,2,0,0,0,0,1805,195,2000,2002,2002,1825,500,2325,2327,2327,77.7,66,70,67,65.7,62.6,67,40,0,77.5,66,76.3,76.3,79.58,178.83,2.36,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 04.39.42.381000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 05.07.33.636694000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",18,"A","00","",3799,93,177,83,22,84,5,4,0,0,0,0,3892,371,4263,4267,4267,3939,724,4663,4667,4667,68.4,59.2,63.2,60.5,56.4,59,62.2,36,0,68.2,61.2,67.6,67.5,72.19,161.54,2.8,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 06.13.12.037000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 06.09.34.445318000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",18,"S","00","",2130,54,110,51,10,43,2,2,0,0,0,0,2184,216,2400,2402,2402,2211,397,2608,2610,2610,67,58.4,63.5,60.8,58.4,60.6,64,32.5,0,66.8,62,66.4,66.3,65.93,121.25,3.51,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 05.36.49.598000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 06.05.32.617538000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",18,"X","00","",1669,39,67,32,12,41,3,2,0,0,0,0,1708,155,1863,1865,1865,1728,327,2055,2057,2057,70.2,60.4,62.7,60,54.8,57.3,61,39.5,0,69.9,60.1,69.1,69.1,78.45,201.83,2.08,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 05.36.49.598000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 06.05.32.619141000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",19,"A","00","",3204,90,156,68,17,52,2,3,0,0,0,0,3294,295,3589,3592,3592,3339,525,3864,3867,3867,64.5,51.6,56.9,53.3,51.2,53.1,56,43,0,64.2,55.1,63.4,63.4,69.35,184.04,2.12,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 07.15.37.297000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 07.11.34.037643000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",19,"S","00","",1827,36,87,32,2,19,1,1,0,0,0,0,1863,141,2004,2005,2005,1881,221,2102,2103,2103,63.8,50.6,57.6,52.8,60,53.5,60,44,0,63.6,56,63,63,60.99,162.49,2.4,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 06.39.13.932000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 07.07.33.037754000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",19,"X","00","",1377,54,69,36,15,33,1,2,0,0,0,0,1431,154,1585,1587,1587,1458,304,1762,1764,1764,65.5,52.3,56.1,53.8,50,52.8,52,42.5,0,65,54.2,64,64,77.71,205.58,1.83,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 06.39.13.932000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 07.07.33.039144000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",20,"A","00","",2602,69,146,79,27,85,11,4,0,0,0,0,2671,348,3019,3023,3023,2706,730,3436,3440,3440,64.4,53.8,55.8,53.4,49.8,54.3,59.1,45.5,0,64.1,54.5,63,63,67.78,192.98,1.95,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 08.12.33.968000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 08.09.34.267364000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",20,"S","00","",1445,23,92,36,13,43,9,2,0,0,0,0,1468,193,1661,1663,1663,1480,393,1873,1875,1875,63.6,53,55.2,50.4,45.8,53.9,59.4,42.5,0,63.4,53.6,62.3,62.3,58.92,146.46,2.26,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 07.36.25.283000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 08.03.31.048500000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",20,"X","00","",1157,46,54,43,14,42,2,2,0,0,0,0,1203,155,1358,1360,1360,1226,337,1563,1565,1565,65.3,54.2,56.8,55.9,53.5,54.7,58,48.5,0,64.9,55.7,63.8,63.8,76.64,239.5,1.63,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 07.36.25.283000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 08.03.31.050107000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",21,"A","00","",2482,24,102,79,21,71,8,2,0,0,0,0,2506,281,2787,2789,2789,2519,600,3119,3121,3121,63.9,53.9,56.9,53.8,52,54.6,54.7,44.5,0,63.8,55,62.9,62.9,67.46,212.21,1.8,"",24,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 09.15.02.373000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 09.11.34.179150000 PM
2021,26-JUN-21,"32000020160926C5B281FC540615BAA6",21,"S","00","",1482,17,67,43,13,39,3,1,0,0,0,0,1499,165,1664,1665,1665,1508,339,1847,1848,1848,62.4,51.8,56.5,52.5,50.6,54.9,57.3,43,0,62.3,54.6,61.5,61.5,59.08,170.38,2.25,"",12,"",,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 08.38.37.387000000 PM,"TASK_DAT_DCSJ_GROUP.32%.32021%",26-JUN-21 09.05.32.588574000 PM
